"~label","~id","member_status:String","first_name:String","last_name:String","signup_date:String","over3_fraud_score:String","account_modified_ts:String","created_ts:String","ip_likely_country:String","ip_likely_city:String","browser_family:String","address1:String","address2:String","city:String","state:String","zipcode:String","country:String","avs_state:String","handle_suspicious:String","email_valid:String","device_type:String","region_id:String","graph_object_status:String","graph_object_modified_ts:String","graph_object_created_by:String","graph_object_modified_by:String"
MailingAddress,ADDRS-538067,"","","","","","","2024-01-19 11:01:03","","","","84565 Mayer Court",PO Box 49270,Guararapes,"","16700-000",Brazil,False,"","","",FJ-N,status 2,"2023-04-25 15:51:09",Kate Bush,"2023-03-25 01:11:34"
MailingAddress,ADDRS-584446,"","","","","","","2023-03-24 09:05:15","","","","28457 Farmco Park","11th Floor",Daleman,"","",Indonesia,True,"","","",AU-QLD,status 5,"2023-04-02 18:55:34",Adam Clayton,"2023-08-01 14:29:07"
MailingAddress,ADDRS-466051,"","","","","","","2023-06-20 15:25:32","","","","54 Shelley Street",Suite 35,Lagoa Vermelha,"","95300-000",Brazil,True,"","","",MX-ROO,status 4,"2024-01-13 10:27:45",Roger Water,"2023-10-07 02:54:59"
MailingAddress,ADDRS-158979,"","","","","","","2023-05-28 09:29:20","","","","41 Graedel Trail","6th Floor",Strel'na,"","301735",Russia,True,"","","",CA-QC,status 2,"2023-11-29 14:10:07",Adam Clayton,"2023-06-05 11:03:12"
MailingAddress,ADDRS-498689,"","","","","","","2023-12-22 14:08:47","","","","36 Heath Crossing","15th Floor",Tall aḑ Ḑamān,"","",Syria,True,"","","",CN-42,status 3,"2023-10-09 00:58:34",Roger Water,"2024-01-18 15:52:42"
MailingAddress,ADDRS-096755,"","","","","","","2024-01-19 23:31:54","","","","01445 Stephen Pass","16th Floor",Lanjaghbyur,"","",Armenia,False,"","","",US-OR,status 2,"2023-11-24 14:52:13",Roger Water,"2023-12-03 03:14:38"
MailingAddress,ADDRS-426546,"","","","","","","2023-09-19 13:08:47","","","","0 Hauk Park",Apt 1617,Unión,"","",Paraguay,True,"","","",LS-H,status 3,"2024-03-09 10:25:54",Cindy Laupert,"2023-10-27 17:27:01"
MailingAddress,ADDRS-722537,"","","","","","","2023-09-24 00:41:15","","","","65 North Hill",PO Box 12756,Capulaan,"","5516",Philippines,True,"","","",CN-52,status 3,"2023-10-20 17:32:01",Roger Water,"2024-02-11 12:29:08"
MailingAddress,ADDRS-978717,"","","","","","","2024-01-08 13:52:07","","","","03 Green Ridge Way",Suite 26,Pushchino,"","142263",Russia,True,"","","",US-TX,status 1,"2023-04-27 04:28:02",Kate Bush,"2023-05-14 13:15:13"
MailingAddress,ADDRS-228171,"","","","","","","2023-12-21 15:17:16","","","","25101 Hanson Point",Suite 40,Remiremont,Lorraine,"88204 CEDEX",France,True,"","","",ES-CE,status 2,"2024-02-16 08:56:18",Kate Bush,"2023-06-29 05:32:51"
MailingAddress,ADDRS-867900,"","","","","","","2023-11-11 16:32:38","","","","25 Carioca Junction",Suite 22,Nifuboko,"","",Indonesia,False,"","","",JP-05,status 3,"2023-04-03 16:35:35",Cindy Laupert,"2023-11-14 00:17:00"
MailingAddress,ADDRS-936776,"","","","","","","2024-01-15 10:22:31","","","","9711 Summerview Plaza",PO Box 13643,Semenivka,"","",Ukraine,False,"","","",BO-S,status 5,"2023-06-15 17:21:10",Cindy Laupert,"2023-07-05 18:06:35"
MailingAddress,ADDRS-074042,"","","","","","","2023-03-25 21:58:51","","","","75817 Talisman Circle",Apt 709,Sóc Trăng,"","",Vietnam,False,"","","",IT-65,status 4,"2023-06-03 15:47:52",Madona,"2023-12-13 06:56:16"
MailingAddress,ADDRS-852047,"","","","","","","2024-01-12 10:00:04","","","","3 Bultman Court",PO Box 68078,Vilppula,"","35701",Finland,True,"","","",JP-21,status 5,"2023-12-03 06:23:08",Roger Water,"2023-05-27 11:54:59"
MailingAddress,ADDRS-011377,"","","","","","","2023-10-30 22:32:53","","","","04 Hazelcrest Parkway","11th Floor",Hägersten,Stockholm,"129 07",Sweden,False,"","","",AR-M,status 1,"2023-07-04 15:36:19",Roger Water,"2023-11-23 22:13:08"
MailingAddress,ADDRS-117147,"","","","","","","2023-09-11 08:10:24","","","","69 Loomis Avenue","2nd Floor",Malaga,Andalucia,"29010",Spain,False,"","","",US-IL,status 3,"2023-06-22 07:10:57",Roger Water,"2023-05-04 08:39:35"
MailingAddress,ADDRS-189698,"","","","","","","2023-09-21 01:30:55","","","","73871 Truax Park","7th Floor",Dinggou,"","",China,False,"","","",CA-ON,status 5,"2023-09-08 21:35:41",Adam Clayton,"2023-07-16 02:26:04"
Member,ME-351584,inactive,Maxy,Di Francecshi,"2023-07-16 00:14:03",True,"2023-08-24 11:40:48","","","","","","","","","","","","","","",KE-400,status 2,"2023-12-26 00:28:01",Kate Bush,"2023-07-05 10:14:25"
Member,ME-799370,active,Dane,Swepson,"2023-03-23 15:01:01",True,"2023-09-13 17:55:58","","","","","","","","","","","","","","",BO-L,status 5,"2024-01-21 05:20:01",Cindy Laupert,"2024-02-10 15:14:27"
Member,ME-392493,active,Trisha,Mead,"2023-03-22 13:41:37",False,"2023-05-28 22:49:50","","","","","","","","","","","","","","",TH-94,status 1,"2023-12-14 02:12:07",Adam Clayton,"2023-09-25 18:13:18"
Member,ME-548238,active,Odell,Kosiada,"2023-11-08 17:55:23",True,"2023-03-28 16:57:53","","","","","","","","","","","","","","",ZA-WC,status 2,"2023-05-02 11:31:29",Roger Water,"2023-04-11 06:09:26"
Member,ME-960128,inactive,Ken,Deane,"2023-07-01 05:57:47",False,"2024-03-19 06:44:14","","","","","","","","","","","","","","",AD-07,status 3,"2024-01-19 05:52:37",Cindy Laupert,"2023-08-28 10:30:02"
Member,ME-110431,active,Baldwin,Spinella,"2023-12-18 15:42:59",True,"2023-06-12 17:20:49","","","","","","","","","","","","","","",NO-18,status 1,"2023-08-04 13:07:15",Madona,"2023-09-01 01:39:49"
Member,ME-529032,active,Rhodie,Hendricks,"2023-05-02 15:12:36",False,"2024-01-11 15:50:45","","","","","","","","","","","","","","",DK-82,status 5,"2023-10-28 21:43:00",Madona,"2024-01-29 07:17:33"
Member,ME-572168,inactive,Joey,Gooder,"2023-08-26 11:44:30",False,"2023-04-11 22:42:03","","","","","","","","","","","","","","",CA-AB,status 3,"2023-11-07 06:04:36",Roger Water,"2024-01-16 05:52:48"
Member,ME-150676,suspended,Aldon,Langstrath,"2023-10-14 05:09:10",False,"2023-11-04 18:08:29","","","","","","","","","","","","","","",KE-700,status 2,"2024-02-26 01:52:50",Cindy Laupert,"2023-05-30 01:05:41"
Member,ME-076805,inactive,Ambrosi,Twallin,"2023-06-03 15:18:48",False,"2023-10-18 05:42:24","","","","","","","","","","","","","","",CO-ARA,status 2,"2023-08-24 08:17:31",Kate Bush,"2023-11-03 11:51:46"
Member,ME-199470,suspended,Cissiee,Cattach,"2023-07-29 20:38:16",True,"2024-02-04 13:52:45","","","","","","","","","","","","","","",US-CA,status 5,"2023-10-02 11:42:36",Cindy Laupert,"2023-11-23 17:39:11"
Member,ME-094592,inactive,Bruce,Holbie,"2023-05-15 22:42:57",False,"2023-08-12 19:39:55","","","","","","","","","","","","","","",CY-02,status 1,"2023-04-05 23:34:46",Kate Bush,"2023-08-27 10:13:00"
Member,ME-526967,inactive,Elga,Mattin,"2024-03-16 14:54:47",True,"2023-12-10 17:07:30","","","","","","","","","","","","","","",GL-U-A,status 2,"2023-06-01 01:15:51",Kate Bush,"2023-09-04 23:23:21"
Member,ME-498888,inactive,Crosby,Gristock,"2023-06-09 16:40:44",False,"2023-07-20 01:58:14","","","","","","","","","","","","","","",NA-CA,status 1,"2023-12-20 11:53:26",Madona,"2023-04-11 03:00:10"
Member,ME-787744,active,Jermain,Scaice,"2023-11-21 14:09:37",False,"2023-06-25 10:30:36","","","","","","","","","","","","","","",US-IN,status 1,"2023-09-02 05:33:46",Kate Bush,"2023-04-02 02:14:53"
Member,ME-484103,inactive,Patrizio,Dossantos,"2024-02-02 10:42:30",False,"2023-06-16 05:44:32","","","","","","","","","","","","","","",JP-37,status 3,"2023-10-22 08:06:08",Madona,"2023-10-20 18:23:35"
Member,ME-518945,active,Dee dee,Hendrikse,"2023-12-15 02:54:46",False,"2023-09-25 10:03:17","","","","","","","","","","","","","","",CH-NW,status 2,"2023-11-13 04:49:27",Cindy Laupert,"2023-07-08 18:44:28"
Member,ME-597565,inactive,Dimitri,Rissom,"2023-05-16 22:35:00",True,"2023-07-31 10:09:09","","","","","","","","","","","","","","",US-NE,status 1,"2023-11-11 12:05:20",Kate Bush,"2023-08-06 04:56:16"
Member,ME-477057,inactive,Deborah,Colleer,"2024-02-04 00:07:12",False,"2023-07-18 22:35:54","","","","","","","","","","","","","","",LT-KU,status 3,"2023-12-30 23:51:28",Kate Bush,"2023-09-22 00:18:29"
Member,ME-857572,active,Dud,Halliday,"2023-08-01 14:11:54",False,"2023-08-18 15:23:56","","","","","","","","","","","","","","",CD-OR,status 3,"2023-12-28 00:55:04",Roger Water,"2024-03-18 05:04:41"
Member,ME-465364,suspended,Mandi,Linnock,"2023-07-25 10:37:00",False,"2023-09-10 15:55:17","","","","","","","","","","","","","","",US-AK,status 1,"2023-11-15 17:28:14",Kate Bush,"2024-01-23 09:08:31"
Member,ME-603335,active,Adelaide,Isaksen,"2023-06-25 15:02:14",False,"2024-02-02 11:49:52","","","","","","","","","","","","","","",RU-PRI,status 1,"2023-06-19 12:06:19",Adam Clayton,"2023-09-05 17:33:36"
Member,ME-358233,active,Guinevere,Brodhead,"2023-08-04 07:06:19",False,"2023-11-19 21:13:07","","","","","","","","","","","","","","",AU-WA,status 4,"2023-04-11 06:50:06",Roger Water,"2023-10-05 15:35:34"
Member,ME-397432,active,Claretta,Scade,"2024-01-14 07:57:46",True,"2023-07-09 10:32:38","","","","","","","","","","","","","","",CA-SK,status 1,"2023-08-02 21:39:52",Madona,"2023-12-23 06:24:21"
Member,ME-553187,suspended,Findley,Vater,"2023-05-31 12:45:12",True,"2023-10-15 14:54:12","","","","","","","","","","","","","","",AR-B,status 1,"2023-12-03 07:05:35",Cindy Laupert,"2023-04-25 12:30:09"
Member,ME-585636,inactive,Aylmer,McGaughey,"2024-03-17 05:06:31",True,"2023-04-21 17:00:36","","","","","","","","","","","","","","",LU-L,status 2,"2024-01-16 23:43:43",Kate Bush,"2024-02-24 08:34:21"
Member,ME-153951,active,Keefe,Gisby,"2023-05-18 04:53:39",False,"2023-06-07 16:34:22","","","","","","","","","","","","","","",FR-I,status 2,"2023-04-15 09:18:34",Adam Clayton,"2023-04-27 16:41:45"
Member,ME-763327,suspended,Mable,Snuggs,"2023-10-06 03:47:21",False,"2024-02-02 10:50:37","","","","","","","","","","","","","","",AU-SA,status 4,"2023-10-23 15:37:55",Roger Water,"2024-01-01 13:10:41"
Member,ME-627893,suspended,Kimball,Upstell,"2023-09-21 10:06:05",True,"2023-11-12 00:04:41","","","","","","","","","","","","","","",CA-ON,status 5,"2023-09-03 07:46:23",Cindy Laupert,"2023-04-19 10:51:41"
Member,ME-428959,suspended,Maurise,Bollin,"2023-07-27 14:30:39",True,"2023-08-09 09:46:26","","","","","","","","","","","","","","",ID-PA,status 3,"2023-05-08 05:07:39",Roger Water,"2023-12-03 17:04:30"
Toolbar,TB-129852,"","","","","","","2024-03-17 05:14:11","","","","","","","","","","","","","",GY-UT,status 1,"2023-05-23 12:37:49",Kate Bush,"2023-12-23 03:20:17"
Toolbar,TB-910553,"","","","","","","2023-06-14 10:07:00","","","","","","","","","","","","","",GB-SCT,status 1,"2024-01-26 14:05:29",Madona,"2023-12-29 16:38:07"
Toolbar,TB-872153,"","","","","","","2023-07-21 19:02:12","","","","","","","","","","","","","",JP-47,status 2,"2023-08-02 22:30:00",Roger Water,"2023-12-29 13:41:59"
Toolbar,TB-507102,"","","","","","","2023-10-14 11:44:48","","","","","","","","","","","","","",AU-QLD,status 5,"2023-11-01 03:03:09",Madona,"2024-02-20 21:48:30"
Toolbar,TB-572867,"","","","","","","2023-08-19 10:34:12","","","","","","","","","","","","","",RU-PRI,status 3,"2023-05-03 23:29:48",Adam Clayton,"2024-02-08 11:46:59"
Toolbar,TB-262309,"","","","","","","2024-01-22 16:42:40","","","","","","","","","","","","","",AU-WA,status 2,"2024-02-11 08:33:03",Kate Bush,"2023-06-23 22:51:37"
Toolbar,TB-514713,"","","","","","","2023-03-21 01:56:58","","","","","","","","","","","","","",US-IL,status 4,"2024-01-08 03:07:15",Cindy Laupert,"2023-04-27 03:27:53"
Toolbar,TB-074189,"","","","","","","2023-07-18 13:51:16","","","","","","","","","","","","","",US-CA,status 4,"2023-05-28 22:18:09",Madona,"2023-06-29 09:29:12"
Toolbar,TB-859852,"","","","","","","2023-11-05 10:47:40","","","","","","","","","","","","","",PS-JEM,status 4,"2024-02-22 23:04:46",Adam Clayton,"2023-09-25 12:45:08"
Toolbar,TB-105857,"","","","","","","2024-03-19 03:01:45","","","","","","","","","","","","","",SE-W,status 4,"2023-12-23 22:54:25",Madona,"2023-05-26 15:38:21"
Toolbar,TB-541739,"","","","","","","2024-02-29 05:30:20","","","","","","","","","","","","","",PG-WPD,status 2,"2024-02-04 15:53:52",Kate Bush,"2024-01-26 04:42:18"
Toolbar,TB-751585,"","","","","","","2024-03-02 11:54:56","","","","","","","","","","","","","",AU-WA,status 3,"2024-03-06 23:35:05",Cindy Laupert,"2023-06-30 05:03:32"
Toolbar,TB-565761,"","","","","","","2023-04-25 19:35:10","","","","","","","","","","","","","",US-MT,status 5,"2023-06-30 11:18:31",Kate Bush,"2023-08-05 19:50:48"
Toolbar,TB-661767,"","","","","","","2023-04-14 08:50:54","","","","","","","","","","","","","",CA-AB,status 5,"2024-02-22 03:34:01",Roger Water,"2024-02-23 23:34:35"
Toolbar,TB-255940,"","","","","","","2023-07-04 14:00:59","","","","","","","","","","","","","",BR-SC,status 2,"2023-03-25 21:23:02",Adam Clayton,"2024-01-14 07:44:17"
Toolbar,TB-956580,"","","","","","","2024-01-30 06:32:59","","","","","","","","","","","","","",BR-BA,status 1,"2024-02-08 11:01:47",Roger Water,"2023-09-20 02:40:12"
Toolbar,TB-310127,"","","","","","","2023-11-20 18:05:54","","","","","","","","","","","","","",CA-NS,status 3,"2023-05-29 13:09:13",Adam Clayton,"2023-07-11 00:18:49"
Toolbar,TB-785446,"","","","","","","2023-05-05 03:58:56","","","","","","","","","","","","","",BS-FP,status 4,"2024-02-10 23:53:08",Kate Bush,"2023-07-25 08:33:20"
Toolbar,TB-518647,"","","","","","","2023-05-27 21:27:52","","","","","","","","","","","","","",MX-MIC,status 1,"2023-12-16 05:11:09",Cindy Laupert,"2023-06-17 06:32:04"
Toolbar,TB-052715,"","","","","","","2023-11-19 23:39:03","","","","","","","","","","","","","",BF-HOU,status 2,"2023-11-03 16:52:02",Roger Water,"2023-10-03 06:16:17"
Toolbar,TB-980348,"","","","","","","2023-04-16 21:02:59","","","","","","","","","","","","","",TR-61,status 4,"2023-11-27 12:38:10",Cindy Laupert,"2024-02-01 00:37:36"
Toolbar,TB-631933,"","","","","","","2024-02-02 00:17:35","","","","","","","","","","","","","",US-AK,status 5,"2023-07-21 13:03:21",Adam Clayton,"2023-06-28 14:23:38"
Toolbar,TB-633759,"","","","","","","2023-10-08 03:59:34","","","","","","","","","","","","","",OM-MA,status 2,"2023-11-04 08:54:37",Kate Bush,"2023-04-16 08:31:48"
Toolbar,TB-293133,"","","","","","","2024-02-29 07:41:47","","","","","","","","","","","","","",SD-06,status 3,"2023-08-02 02:55:24",Roger Water,"2023-08-31 22:22:34"
Toolbar,TB-124702,"","","","","","","2024-02-18 02:30:40","","","","","","","","","","","","","",US-OR,status 2,"2023-05-24 10:30:47",Adam Clayton,"2023-03-20 16:54:28"
Toolbar,TB-382329,"","","","","","","2024-03-11 16:25:59","","","","","","","","","","","","","",ET-GA,status 2,"2024-01-20 16:12:23",Cindy Laupert,"2023-08-08 06:16:59"
Toolbar,TB-678867,"","","","","","","2023-07-26 17:09:44","","","","","","","","","","","","","",IT-72,status 5,"2023-07-10 05:03:30",Kate Bush,"2023-05-20 01:10:35"
Toolbar,TB-873066,"","","","","","","2023-05-05 15:40:53","","","","","","","","","","","","","",CD-KA,status 1,"2024-01-07 08:18:09",Kate Bush,"2023-10-27 03:21:34"
Toolbar,TB-334009,"","","","","","","2023-04-16 12:27:32","","","","","","","","","","","","","",PG-WPD,status 2,"2023-06-23 21:53:17",Cindy Laupert,"2024-01-18 03:15:46"
Toolbar,TB-274117,"","","","","","","2023-09-28 14:20:01","","","","","","","","","","","","","",KI-G,status 2,"2024-01-26 10:40:12",Kate Bush,"2023-07-08 04:18:42"
